order_id,order_date,ship_date,ship_mode,customer_id
CA-2011-128986,2011-08-03,2011-08-05,Second Class,GH-14410
CA-2012-139584,2012-08-24,2012-08-28,Standard Class,EM-13810
US-2013-162677,2013-03-27,2013-03-28,First Class,DB-13210
US-2011-150924,2011-09-12,2011-09-16,Second Class,PT-19090
CA-2011-153969,2011-09-21,2011-09-25,Standard Class,HF-14995
CA-2013-146682,2013-10-30,2013-11-01,First Class,KW-16435
CA-2013-138695,2013-05-29,2013-06-04,Standard Class,KC-16675
CA-2014-107461,2014-12-22,2014-12-27,Second Class,PK-19075
US-2013-133879,2013-03-22,2013-03-29,Standard Class,KT-16465
CA-2014-157483,2014-11-12,2014-11-19,Standard Class,EP-13915
US-2014-132059,2014-09-24,2014-09-30,Standard Class,AP-10915
CA-2014-122280,2014-09-11,2014-09-11,Same Day,SH-20395
CA-2014-105235,2014-12-06,2014-12-12,Standard Class,SM-20950
CA-2014-152912,2014-11-10,2014-11-13,Second Class,BM-11650
CA-2011-123498,2011-11-07,2011-11-09,First Class,TC-20980
CA-2014-159352,2014-03-13,2014-03-18,Standard Class,KB-16585
US-2014-146416,2014-10-21,2014-10-23,Second Class,JE-16165
US-2012-163783,2012-12-27,2013-01-01,Standard Class,DR-12940
CA-2014-123981,2014-10-03,2014-10-09,Standard Class,RW-19630
CA-2014-158953,2014-06-05,2014-06-09,Standard Class,ML-18040
CA-2011-165428,2011-09-01,2011-09-04,First Class,JL-15130
CA-2013-169026,2013-08-09,2013-08-14,Standard Class,CM-12655
CA-2014-109750,2014-07-23,2014-07-29,Standard Class,FH-14365
CA-2012-149384,2012-07-10,2012-07-10,Same Day,EH-13945
CA-2011-131527,2011-12-01,2011-12-07,Standard Class,TB-21280
CA-2014-164000,2014-12-19,2014-12-23,Standard Class,AH-10030
CA-2011-164224,2011-05-18,2011-05-20,Second Class,TT-21070
CA-2011-158372,2011-11-10,2011-11-16,Standard Class,RD-19900
CA-2013-108882,2013-01-09,2013-01-15,Standard Class,LA-16780
US-2014-108245,2014-09-23,2014-09-28,Standard Class,SH-19975
CA-2011-142314,2011-12-23,2011-12-28,Standard Class,SF-20200
CA-2013-132409,2013-05-27,2013-06-02,Standard Class,TH-21235
CA-2014-150189,2014-07-09,2014-07-11,First Class,VG-21790
CA-2011-114433,2011-05-13,2011-05-17,Standard Class,NP-18325
CA-2014-104640,2014-11-11,2014-11-17,Standard Class,FH-14275
US-2012-137008,2012-10-02,2012-10-08,Standard Class,JP-15460
CA-2011-108189,2011-10-02,2011-10-05,First Class,ES-14080
CA-2011-154641,2011-08-11,2011-08-16,Standard Class,KL-16645
CA-2014-131625,2014-09-02,2014-09-06,Second Class,BN-11515
US-2014-156356,2014-04-17,2014-04-23,Standard Class,ND-18370
CA-2013-138933,2013-04-25,2013-04-28,First Class,JL-15130
CA-2013-140746,2013-01-15,2013-01-15,Same Day,RC-19825
CA-2013-146836,2013-05-03,2013-05-03,Same Day,CC-12475
US-2013-127971,2013-11-21,2013-11-28,Standard Class,DW-13195
US-2013-140809,2013-02-01,2013-02-03,First Class,CK-12760
CA-2014-114524,2014-04-01,2014-04-06,Second Class,EG-13900
CA-2014-113355,2014-12-02,2014-12-06,Standard Class,SJ-20215
US-2014-140907,2014-12-11,2014-12-13,Second Class,BP-11185
CA-2013-159730,2013-09-18,2013-09-22,Standard Class,SJ-20125
CA-2013-157868,2013-12-24,2013-12-30,Standard Class,MC-17590
CA-2014-119389,2014-04-18,2014-04-20,First Class,BG-11740
CA-2014-110373,2014-10-28,2014-10-31,Second Class,MA-17560
CA-2013-155474,2013-07-09,2013-07-15,Standard Class,CC-12220
CA-2012-155453,2012-08-09,2012-08-14,Standard Class,RA-19885
US-2013-161844,2013-12-10,2013-12-15,Second Class,DK-12835
US-2013-162103,2013-11-14,2013-11-18,Standard Class,LB-16795
CA-2011-151554,2011-11-14,2011-11-15,First Class,CM-11815
CA-2011-140662,2011-11-17,2011-11-19,First Class,TS-21205
CA-2013-122518,2013-03-05,2013-03-09,Second Class,RF-19345
US-2011-126571,2011-10-11,2011-10-15,Standard Class,JF-15565
CA-2011-143840,2011-05-22,2011-05-29,Standard Class,EH-14185
CA-2011-115980,2011-07-15,2011-07-19,Standard Class,VW-21775
CA-2012-155145,2012-12-27,2012-12-29,Second Class,KN-16450
CA-2012-146038,2012-02-09,2012-02-16,Standard Class,SJ-20215
CA-2014-133865,2014-05-09,2014-05-13,Standard Class,PS-19045
CA-2014-116358,2014-11-03,2014-11-07,Standard Class,KM-16225
CA-2011-102988,2011-04-05,2011-04-09,Second Class,GM-14695
US-2011-117170,2011-09-17,2011-09-24,Standard Class,KT-16465
CA-2011-159478,2011-09-30,2011-10-06,Standard Class,MH-17785
CA-2011-103702,2011-09-12,2011-09-17,Standard Class,AF-10885
CA-2014-150525,2014-02-21,2014-02-26,Standard Class,JP-16135
CA-2012-157770,2012-12-13,2012-12-15,First Class,RD-19585
CA-2013-167290,2013-10-31,2013-11-05,Standard Class,JF-15295
CA-2011-106264,2011-12-26,2011-12-30,Standard Class,CK-12595
CA-2011-138023,2011-08-15,2011-08-18,First Class,KH-16510
CA-2014-113418,2014-10-02,2014-10-04,First Class,CM-12655
US-2012-110569,2012-05-23,2012-05-30,Standard Class,EB-13870
CA-2014-136308,2014-11-17,2014-11-17,Same Day,MW-18235
US-2011-159926,2011-11-18,2011-11-22,Standard Class,CS-11950
CA-2011-104738,2011-12-30,2012-01-01,Second Class,SP-20620
CA-2012-144386,2012-11-05,2012-11-11,Standard Class,GT-14635
CA-2013-111416,2013-09-18,2013-09-23,Standard Class,LW-17215
CA-2013-162747,2013-03-21,2013-03-26,Second Class,AH-10030
US-2011-133130,2011-09-27,2011-10-01,Standard Class,TH-21100
CA-2014-169978,2014-12-25,2014-12-29,Standard Class,HG-15025
CA-2014-161739,2014-11-11,2014-11-16,Second Class,EB-13750
CA-2012-165057,2012-09-11,2012-09-15,Standard Class,SC-20725
CA-2011-134551,2011-12-20,2011-12-25,Standard Class,TS-21505
CA-2012-120810,2012-07-23,2012-07-27,Standard Class,TH-21550
CA-2011-165309,2011-11-11,2011-11-15,Standard Class,KD-16270
CA-2014-122595,2014-12-15,2014-12-21,Standard Class,GM-14455
US-2014-109253,2014-08-22,2014-08-23,First Class,PR-18880
CA-2013-145982,2013-08-28,2013-09-02,Second Class,TB-21055
CA-2012-112011,2012-08-13,2012-08-20,Standard Class,ON-18715
CA-2014-154732,2014-11-06,2014-11-08,First Class,AH-10195
US-2013-157308,2013-08-18,2013-08-22,Standard Class,NM-18520
CA-2013-147536,2013-12-27,2014-01-01,Standard Class,AR-10510
US-2011-134733,2011-09-23,2011-09-28,Standard Class,BM-11650
US-2011-150434,2011-07-19,2011-07-24,Standard Class,CA-12310
CA-2014-100335,2014-09-08,2014-09-14,Standard Class,NF-18595
CA-2013-139234,2013-05-07,2013-05-11,Standard Class,AF-10870
US-2012-142020,2012-06-04,2012-06-08,Second Class,TC-21535
CA-2012-139962,2012-12-13,2012-12-20,Standard Class,Dp-13240
CA-2013-130050,2013-07-17,2013-07-19,Second Class,MC-17425
CA-2011-115161,2011-02-01,2011-02-03,First Class,LC-17050
CA-2011-165379,2011-07-09,2011-07-15,Standard Class,BM-11650
CA-2012-115511,2012-11-21,2012-11-25,Standard Class,NW-18400
CA-2013-134887,2013-03-26,2013-03-26,Same Day,TB-21280
CA-2014-123778,2014-09-24,2014-10-01,Standard Class,BS-11755
CA-2012-161718,2012-12-04,2012-12-10,Standard Class,SO-20335
CA-2013-100671,2013-11-02,2013-11-05,First Class,CS-12490
CA-2014-142867,2014-03-18,2014-03-22,Standard Class,PO-19180
CA-2014-103156,2014-11-24,2014-11-25,First Class,TD-20995
US-2014-162208,2014-08-28,2014-08-31,First Class,SP-20620
CA-2012-130659,2012-12-04,2012-12-09,Second Class,MS-17365
CA-2014-148404,2014-10-08,2014-10-12,Standard Class,Dp-13240
CA-2014-101077,2014-03-26,2014-03-31,Second Class,DB-13660
CA-2011-166471,2011-08-09,2011-08-13,Standard Class,MG-17650
CA-2011-105340,2011-11-22,2011-11-25,First Class,EH-14185
US-2014-131583,2014-06-11,2014-06-11,Same Day,CL-11890
US-2014-148362,2014-07-02,2014-07-09,Standard Class,KF-16285
CA-2011-102274,2011-11-21,2011-11-26,Standard Class,DH-13075
CA-2012-129700,2012-05-04,2012-05-05,First Class,LA-16780
CA-2014-168739,2014-05-30,2014-06-06,Standard Class,HZ-14950
CA-2012-152527,2012-10-17,2012-10-17,Same Day,CM-12190
US-2011-150119,2011-04-23,2011-04-27,Standard Class,LB-16795
US-2014-150847,2014-05-01,2014-05-07,Standard Class,JF-15490
CA-2013-100244,2013-09-21,2013-09-25,Standard Class,GM-14695
CA-2013-116540,2013-09-03,2013-09-03,Same Day,SS-20590
CA-2012-151841,2012-04-27,2012-05-02,Standard Class,TC-21475
CA-2012-150791,2012-09-06,2012-09-13,Standard Class,CC-12430
CA-2013-134803,2013-05-29,2013-06-04,Standard Class,CL-12565
CA-2012-153381,2012-09-24,2012-09-28,Standard Class,DE-13255
US-2014-111024,2014-07-04,2014-07-07,Second Class,SZ-20035
CA-2014-148264,2014-12-09,2014-12-10,First Class,LF-17185
CA-2014-131212,2014-12-06,2014-12-10,Standard Class,AB-10165
US-2012-100531,2012-09-27,2012-09-29,First Class,NM-18520
CA-2014-152583,2014-10-31,2014-10-31,Same Day,RA-19945
CA-2012-144099,2012-11-29,2012-11-30,Same Day,PO-19195
CA-2011-158337,2011-03-11,2011-03-14,Second Class,KA-16525
CA-2014-168858,2014-11-20,2014-11-24,Standard Class,JD-16150
CA-2013-116344,2013-07-30,2013-08-03,Standard Class,JO-15145
CA-2012-131779,2012-06-12,2012-06-17,Standard Class,LE-16810
CA-2013-158869,2013-08-07,2013-08-08,First Class,AH-10690
CA-2014-102554,2014-06-12,2014-06-16,Standard Class,KN-16705
CA-2013-162614,2013-10-08,2013-10-14,Standard Class,TB-21250
CA-2011-168592,2011-09-08,2011-09-14,Standard Class,DP-13390
CA-2011-157609,2011-03-16,2011-03-21,Second Class,KN-16705
CA-2012-153325,2012-02-29,2012-03-02,Second Class,ST-20530
CA-2012-153626,2012-07-09,2012-07-14,Standard Class,EB-13870
CA-2013-166485,2013-02-20,2013-02-27,Standard Class,AH-10210
CA-2014-136448,2014-09-17,2014-09-19,First Class,AS-10090
CA-2014-114258,2014-11-06,2014-11-11,Second Class,EM-13825
CA-2012-152611,2012-02-20,2012-02-23,Second Class,KA-16525
CA-2013-165470,2013-11-26,2013-12-01,Standard Class,HJ-14875
CA-2014-128699,2014-12-04,2014-12-06,Second Class,ND-18370
US-2012-147242,2012-09-10,2012-09-14,Standard Class,EH-13765
CA-2013-146143,2013-12-15,2013-12-20,Standard Class,MC-17845
CA-2012-100888,2012-04-06,2012-04-10,Standard Class,MH-17455
US-2013-150035,2013-12-02,2013-12-06,Standard Class,CL-11890
CA-2014-122644,2014-11-13,2014-11-18,Standard Class,SF-20965
CA-2014-111815,2014-03-04,2014-03-11,Standard Class,EP-13915
CA-2013-144911,2013-11-28,2013-12-01,First Class,RW-19630
CA-2011-143385,2011-08-31,2011-09-05,Standard Class,SJ-20500
CA-2013-131289,2013-12-09,2013-12-15,Standard Class,SP-20620
CA-2011-124023,2011-04-07,2011-04-10,First Class,PJ-19015
CA-2011-124688,2011-08-27,2011-08-29,First Class,CC-12610
CA-2013-151169,2013-10-22,2013-10-27,Standard Class,MY-18295
US-2013-134761,2013-12-01,2013-12-01,Same Day,DB-13210
CA-2014-120705,2014-09-06,2014-09-12,Standard Class,MG-17875
CA-2012-157322,2012-07-02,2012-07-06,Standard Class,RH-19600
CA-2014-142034,2014-09-25,2014-09-29,Standard Class,KB-16240
CA-2013-107328,2013-08-09,2013-08-16,Standard Class,CA-12055
CA-2013-108616,2013-09-30,2013-10-04,Standard Class,JK-15730
CA-2014-125115,2014-04-11,2014-04-11,Same Day,RD-19930
CA-2013-150945,2013-12-19,2013-12-21,Second Class,JK-16120
CA-2011-166863,2011-06-20,2011-06-24,Standard Class,SC-20020
CA-2014-140326,2014-09-05,2014-09-07,First Class,HW-14935
CA-2013-168536,2013-12-21,2013-12-25,Standard Class,SC-20800
US-2013-113649,2013-08-10,2013-08-13,First Class,HA-14920
CA-2012-124975,2012-06-22,2012-06-25,First Class,MG-17875
CA-2012-168767,2012-04-10,2012-04-15,Standard Class,DM-12955
CA-2013-114482,2013-11-22,2013-11-26,Second Class,DM-13345
CA-2013-137673,2013-09-06,2013-09-11,Standard Class,ML-17395
CA-2013-132731,2013-11-25,2013-11-29,Standard Class,GA-14515
CA-2014-148922,2014-12-11,2014-12-16,Second Class,SU-20665
CA-2013-130680,2013-06-25,2013-06-30,Standard Class,BD-11320
CA-2012-141145,2012-09-17,2012-09-23,Standard Class,DB-13405
US-2013-152835,2013-05-20,2013-05-24,Standard Class,RP-19855
CA-2013-155565,2013-05-29,2013-05-29,Same Day,EH-13765
CA-2011-110849,2011-04-18,2011-04-23,Standard Class,JL-15835
CA-2013-145842,2013-06-18,2013-06-21,Second Class,FM-14380
CA-2011-158771,2011-05-09,2011-05-09,Same Day,SB-20290
CA-2013-157511,2013-09-19,2013-09-21,First Class,SV-20365
CA-2014-121216,2014-12-24,2014-12-26,Second Class,MM-17920
CA-2014-155292,2014-10-31,2014-11-02,First Class,RD-19810
CA-2013-152555,2013-03-30,2013-04-03,Second Class,ME-17320
CA-2014-107832,2014-11-24,2014-11-27,Second Class,FH-14275
CA-2011-120838,2011-03-23,2011-03-26,Second Class,PO-18865
CA-2014-118542,2014-12-02,2014-12-06,Standard Class,CC-12550
CA-2014-152737,2014-11-08,2014-11-13,Standard Class,TS-21505
CA-2014-109757,2014-09-05,2014-09-10,Second Class,MD-17350
CA-2013-130029,2013-07-04,2013-07-07,First Class,GT-14755
CA-2014-103877,2014-09-08,2014-09-15,Standard Class,RD-19660
CA-2013-137176,2013-09-10,2013-09-15,Second Class,DB-12910
CA-2014-168109,2014-07-04,2014-07-04,Same Day,JK-15640
US-2014-126081,2014-06-30,2014-07-05,Standard Class,FC-14335
CA-2014-117023,2014-08-08,2014-08-13,Standard Class,JW-15955
CA-2012-143532,2012-03-19,2012-03-24,Standard Class,DC-12850
CA-2013-103163,2013-06-08,2013-06-12,Standard Class,FM-14290
CA-2013-104157,2013-07-26,2013-07-30,Standard Class,MT-17815
CA-2014-117807,2014-10-02,2014-10-08,Standard Class,DK-13090
CA-2012-121650,2012-12-10,2012-12-16,Standard Class,KD-16495
CA-2014-161823,2014-09-04,2014-09-09,Standard Class,AG-10300
CA-2014-121839,2014-09-25,2014-09-29,Standard Class,MH-18115
CA-2014-158729,2014-12-20,2014-12-22,First Class,AC-10450
CA-2014-146535,2014-11-25,2014-12-01,Standard Class,FM-14290
CA-2011-154186,2011-12-13,2011-12-15,Second Class,RA-19285
CA-2013-108434,2013-12-06,2013-12-08,Second Class,JG-15160
CA-2013-164154,2013-09-12,2013-09-18,Standard Class,NZ-18565
CA-2014-148012,2014-12-10,2014-12-16,Standard Class,KM-16225
CA-2011-102869,2011-09-09,2011-09-14,Second Class,LC-17140
CA-2014-138310,2014-06-27,2014-07-01,Standard Class,NP-18700
CA-2011-159835,2011-11-17,2011-11-24,Standard Class,RB-19330
CA-2014-112956,2014-08-22,2014-08-28,Standard Class,TH-21550
CA-2013-119683,2013-03-13,2013-03-17,Second Class,CK-12595
CA-2011-163559,2011-09-23,2011-09-28,Second Class,ST-20530
CA-2011-140228,2011-04-28,2011-05-03,Standard Class,GB-14530
US-2013-131674,2013-11-30,2013-12-02,Second Class,NC-18535
CA-2012-110093,2012-12-03,2012-12-08,Standard Class,AB-10255
CA-2014-112529,2014-11-20,2014-11-22,First Class,SC-20770
CA-2013-154536,2013-09-06,2013-09-10,Standard Class,JC-15340
CA-2014-141929,2014-09-05,2014-09-09,Standard Class,RA-19285
CA-2013-109743,2013-09-23,2013-09-30,Standard Class,SH-19975
CA-2011-159184,2011-09-14,2011-09-19,Standard Class,JC-15775
CA-2014-113530,2014-05-20,2014-05-22,Second Class,BC-11125
CA-2011-169726,2011-08-09,2011-08-13,Standard Class,JH-15985
CA-2014-155957,2014-11-27,2014-12-01,Standard Class,CC-12610
CA-2014-132178,2014-05-04,2014-05-09,Second Class,DB-12970
CA-2013-145177,2013-11-11,2013-11-15,Standard Class,PP-18955
CA-2011-156594,2011-12-20,2011-12-23,Second Class,MC-17845
CA-2011-146528,2011-07-25,2011-07-27,Second Class,VF-21715
CA-2012-168459,2012-11-22,2012-11-27,Standard Class,MC-17275
CA-2014-109960,2014-12-10,2014-12-12,Second Class,DB-13210
CA-2014-133004,2014-09-01,2014-09-06,Standard Class,AJ-10945
CA-2014-168102,2014-04-25,2014-05-01,Standard Class,CP-12340
CA-2014-158036,2014-09-09,2014-09-15,Standard Class,DB-13555
CA-2012-128083,2012-03-12,2012-03-17,Standard Class,EB-13750
CA-2013-161676,2013-07-19,2013-07-24,Standard Class,JP-15460
CA-2013-155005,2013-06-14,2013-06-16,Second Class,SC-20050
US-2014-129777,2014-07-04,2014-07-10,Standard Class,FM-14290
CA-2011-129364,2011-12-08,2011-12-13,Standard Class,TB-21250
CA-2013-104969,2013-04-09,2013-04-15,Standard Class,EH-14125
CA-2014-154109,2014-11-07,2014-11-12,Standard Class,ML-17410
CA-2012-156440,2012-12-05,2012-12-09,Standard Class,MH-17620
CA-2012-132626,2012-07-09,2012-07-14,Standard Class,BT-11680
CA-2013-102792,2013-12-14,2013-12-20,Standard Class,JC-15340
CA-2013-108567,2013-05-21,2013-05-25,Standard Class,DB-13210
CA-2014-140760,2014-06-03,2014-06-06,Second Class,DO-13435
US-2012-131359,2012-10-30,2012-11-02,Second Class,FA-14230
CA-2013-142097,2013-10-16,2013-10-21,Standard Class,QJ-19255
CA-2012-151680,2012-11-19,2012-11-21,Second Class,TC-21475
CA-2011-140039,2011-09-13,2011-09-17,Standard Class,ON-18715
CA-2014-160416,2014-11-14,2014-11-19,Second Class,AD-10180
CA-2014-169411,2014-12-25,2014-12-30,Standard Class,AC-10615
CA-2013-126543,2013-01-09,2013-01-13,Second Class,MF-17665
CA-2012-104941,2012-06-13,2012-06-19,Standard Class,DH-13075
CA-2014-160087,2014-03-19,2014-03-23,Standard Class,EN-13780
CA-2011-120544,2011-11-23,2011-11-27,Standard Class,SS-20140
CA-2014-113670,2014-10-16,2014-10-18,First Class,RS-19765
CA-2014-166198,2014-04-22,2014-04-25,First Class,JW-15955
CA-2011-135608,2011-12-08,2011-12-10,Second Class,JK-15625
CA-2014-144568,2014-05-30,2014-06-03,Standard Class,JO-15550
CA-2013-142370,2013-09-20,2013-09-24,Standard Class,TP-21130
CA-2013-105900,2013-09-18,2013-09-24,Standard Class,BS-11590
CA-2013-151155,2013-12-21,2013-12-25,Standard Class,AB-10255
CA-2014-144036,2014-11-23,2014-11-27,Standard Class,FO-14305
US-2011-169789,2011-12-30,2012-01-04,Standard Class,MF-17665
CA-2014-127264,2014-04-04,2014-04-06,First Class,SA-20830
CA-2013-151512,2013-12-27,2014-01-03,Standard Class,SH-19975
CA-2013-165169,2013-06-06,2013-06-12,Standard Class,JL-15235
CA-2012-109575,2012-09-18,2012-09-23,Standard Class,KH-16630
CA-2014-168193,2014-03-07,2014-03-12,Second Class,RM-19750
CA-2013-115476,2013-03-18,2013-03-18,Same Day,VM-21835
CA-2013-133340,2013-12-10,2013-12-14,Standard Class,LH-17155
CA-2013-137848,2013-01-15,2013-01-21,Standard Class,WB-21850
CA-2011-113047,2011-10-24,2011-10-24,Same Day,AP-10915
CA-2013-149979,2013-09-24,2013-09-29,Second Class,RA-19915
CA-2014-161956,2014-08-28,2014-08-30,Second Class,DR-12880
CA-2013-116799,2013-03-04,2013-03-07,First Class,JG-15310
CA-2013-111283,2013-03-01,2013-03-05,Standard Class,LC-16870
CA-2012-167745,2012-09-18,2012-09-23,Standard Class,GB-14530
CA-2014-104577,2014-05-13,2014-05-18,Standard Class,CK-12205
CA-2013-156251,2013-08-14,2013-08-19,Second Class,TS-21160
CA-2014-125878,2014-02-26,2014-03-03,Standard Class,MH-18025
CA-2013-163153,2013-03-22,2013-03-26,Standard Class,DM-12955
CA-2012-103205,2012-12-08,2012-12-10,Second Class,JJ-15760
CA-2011-153913,2011-12-16,2011-12-20,Second Class,KB-16585
CA-2013-155530,2013-12-18,2013-12-22,Standard Class,CM-12160
US-2013-101196,2013-05-13,2013-05-18,Standard Class,FM-14215
CA-2011-115357,2011-08-06,2011-08-11,Second Class,RF-19735
US-2011-102715,2011-04-11,2011-04-13,Second Class,JK-15370
CA-2012-107937,2012-05-03,2012-05-08,Standard Class,JB-16045
US-2014-148768,2014-12-01,2014-12-03,Second Class,PN-18775
CA-2014-118521,2014-02-17,2014-02-21,Standard Class,LF-17185
CA-2011-149643,2011-11-16,2011-11-20,Standard Class,RH-19510
CA-2012-135314,2012-07-09,2012-07-14,Second Class,MC-17575
CA-2014-165204,2014-11-14,2014-11-17,Second Class,MN-17935
CA-2014-125752,2014-08-01,2014-08-05,Standard Class,EH-14125
CA-2014-112487,2014-12-27,2014-12-31,Standard Class,TC-21535
CA-2013-144218,2013-11-01,2013-11-05,Standard Class,JD-15895
CA-2013-169971,2013-09-05,2013-09-10,Standard Class,IL-15100
US-2013-133508,2013-04-18,2013-04-22,Standard Class,SW-20350
CA-2011-107139,2011-07-05,2011-07-11,Standard Class,DP-13390
CA-2012-111325,2012-02-27,2012-02-28,First Class,BT-11395
CA-2012-163762,2012-11-27,2012-12-01,Standard Class,JE-15475
US-2011-117163,2011-01-28,2011-02-03,Standard Class,EJ-13720
CA-2014-121314,2014-09-24,2014-09-27,First Class,BE-11410
CA-2014-147760,2014-11-05,2014-11-06,First Class,KL-16555
CA-2013-156503,2013-10-15,2013-10-21,Standard Class,NC-18415
CA-2012-113628,2012-11-12,2012-11-19,Standard Class,AH-10690
CA-2014-147753,2014-03-06,2014-03-06,Same Day,PK-19075
CA-2012-103961,2012-11-05,2012-11-09,Standard Class,NG-18430
CA-2013-152471,2013-07-09,2013-07-09,Same Day,ZD-21925
CA-2012-102582,2012-09-15,2012-09-19,Standard Class,NW-18400
CA-2014-141873,2014-10-10,2014-10-15,Standard Class,HG-14845
CA-2012-140984,2012-09-14,2012-09-18,Standard Class,CC-12685
CA-2011-132801,2011-10-07,2011-10-12,Standard Class,JG-15805
CA-2014-141733,2014-05-08,2014-05-12,Standard Class,RW-19540
US-2012-111927,2012-11-14,2012-11-19,Standard Class,LS-17230
CA-2011-105984,2011-11-24,2011-11-24,Same Day,MY-18295
CA-2011-100363,2011-04-08,2011-04-15,Standard Class,JM-15655
CA-2011-126760,2011-07-26,2011-08-02,Standard Class,KM-16720
US-2011-109162,2011-06-08,2011-06-12,Standard Class,KE-16420
CA-2011-101931,2011-10-28,2011-10-31,First Class,TS-21370
CA-2014-129000,2014-11-26,2014-11-28,Second Class,SZ-20035
CA-2014-161053,2014-09-23,2014-09-24,First Class,JE-15745
CA-2012-142377,2012-12-04,2012-12-09,Standard Class,MS-17980
CA-2012-127593,2012-09-21,2012-09-21,Same Day,DH-13675
CA-2014-130526,2014-11-27,2014-11-30,First Class,GT-14755
US-2014-131849,2014-06-07,2014-06-11,Standard Class,GH-14410
US-2014-105389,2014-10-24,2014-10-29,Second Class,DM-13015
CA-2011-140816,2011-12-20,2011-12-20,Same Day,TC-21295
CA-2014-154039,2014-02-18,2014-02-23,Standard Class,JK-16120
CA-2011-135755,2011-05-03,2011-05-10,Standard Class,NC-18415
CA-2014-123246,2014-10-18,2014-10-20,Second Class,AJ-10960
